,정보공시 학교코드,학교명,1학년 학생수,학교도로명 주소,위도,경도
5086,S140002270,능주초등학교,13,전라남도 화순군 능주면 학샘길 12,34.9883346,126.956875
5087,S140002271,도곡중앙초등학교,5,전라남도 화순군 도곡면 고인돌1로 115,34.9877711,126.9110963
5088,S140002272,도곡초등학교,13,전라남도 화순군 도곡면 천암1길 71,35.0135481802,126.9078251219
5089,S140002273,동면초등학교,14,전라남도 화순군 동면 충의로 789,35.0318037202,127.0414452868
5090,S140002274,동복초등학교,3,전라남도 화순군 동복면 오지호로 300,35.0724333,127.1283125
5091,S140002277,사평초등학교,7,전라남도 화순군 사평면 김삿갓로 3,35.0082532525,127.0923366656
5092,S140002279,아산초등학교,4,전라남도 화순군 북면 학천길 22-2,35.169051,127.133125
5093,S140002282,화순초등학교이서분교장,0,전라남도 화순군 이서면 규봉로 979,35.1171081468,127.0435206284
5094,S140002285,이양초등학교,0,전라남도 화순군 이양면 이양로 42,34.883416315,126.9891136768
5095,S140002288,천태초등학교,5,전라남도 화순군 도암면 천태로 526,34.945479,126.893423
5096,S140002291,청풍초등학교,5,전라남도 화순군 청풍면 평지촌길 54,34.8757739,126.9705938
5097,S140002292,춘양초등학교,10,전라남도 화순군 춘양면 춘양로 124,34.9501399,126.9598367
5098,S140002293,한천초등학교,3,전라남도 화순군 한천면 청계길 26,34.9796238335,127.0039893422
5099,S140002294,화순만연초등학교,60,전라남도 화순군 화순읍 알메로 72,35.0616833,126.9952125
5100,S140002295,화순오성초등학교,39,전라남도 화순군 화순읍 오성로 516,35.03,126.57
5101,S140002296,화순제일초등학교,47,전라남도 화순군 화순읍 알메로 8,35.0557634,126.9953866
5102,S140002297,화순초등학교,120,전라남도 화순군 화순읍 동헌길 9-7,35.0657917,126.9848375
5103,S140003256,의신초등학교접도분교장,0,전라남도 진도군 의신면 황모길 25-1,34.3859826,126.2953725
5104,S140003262,의신초등학교모도분교장,0,전라남도 진도군 의신면 모도길 12-3,34.407583,126.355599
5105,S140003272,일로초등학교청망분교장,0,전라남도 무안군 일로읍 청포로 421,34.7928584,126.5030225
5106,S140003279,송산초등학교,16,전라남도 순천시 별량면 송산구기길 13,34.850649,127.415775
5107,S140003453,소라초등학교소라남분교장,7,전라남도 여수시 소라면 중촌1길 11,34.7613261,127.607999
5108,S140003455,안일초등학교백야분교장,0,전라남도 여수시 화정면 백야3길 8-21,34.6218097,127.6389247
5109,S140003458,거문초등학교손죽분교장,0,전라남도 여수시 삼산면 손죽새터길 6-7,34.2853049,127.3588035
5110,S140003461,돌산초등학교두라분교장,1,전라남도 여수시 남면 대두길 87,34.5687754,127.7349671
5111,S140003463,서정초등학교,5,전라남도 해남군 송지면 달마로 524,34.3893617518,126.5607116664
5112,S140003468,녹동초등학교시산분교장,0,전라남도 고흥군 도양읍 시산석금길 30,34.395315,127.2584
5113,S140003478,흑산초등학교장도분교장,0,전라남도 신안군 흑산면 장도길 49-1,34.678898,125.3778293
5114,S140003479,흑산초등학교흑산동분교장,0,전라남도 신안군 흑산면 김이수길 29-2,34.73153048,125.464771043
5115,S140003480,흑산초등학교흑산북분교장,0,전라남도 신안군 흑산면 다물도길 101,34.738194,125.4448752
5116,S140003490,조도초등학교거차분교장,0,전라남도 진도군 조도면 서거차도1길 116,34.2528295,125.9180211
5117,S140003492,진도서초등학교가사도분교장,0,전라남도 진도군 조도면 가사도길 88-22,34.4767902,126.0590716
5118,S140003499,묘량중앙초등학교,10,전라남도 영광군 묘량면 동삼로2길 26,35.2678107,126.55184
5119,S140003509,목포유달초등학교달리분교장,0,전라남도 목포시 달리길157번길 35,34.774742,126.314162
5120,S140003675,소라초등학교사곡분교장,0,전라남도 여수시 소라면 사곡로 27,34.7877297,127.5833421
5121,S140003678,율촌초등학교상봉분교장,0,전라남도 여수시 율촌면 상봉1길 7,34.8226698,127.5553776
5122,S140003682,토지초등학교연곡분교장,0,전라남도 구례군 토지면 남산길 18,35.2473975,127.5908888
5123,S140003684,녹동초등학교소록도분교장,4,전라남도 고흥군 도양읍 소록선창길 89-66,34.5163833,127.131925
5124,S140003719,승주초등학교죽학분교장,0,전라남도 순천시 승주읍 선암사길 280,34.990895,127.3626162
5125,S140003720,황전초등학교회덕분교장,0,전라남도 순천시 황전면 삽재팔동길 377,35.1087825,127.4951007
5126,S140003923,율촌초등학교,28,전라남도 여수시 율촌면 율촌초교길 7,34.8829335,127.5764643
5127,S140003926,마산초등학교용전분교장,0,전라남도 해남군 마산면 산이로 117-69,34.5957603,126.5454277
5128,S140003946,흑산초등학교홍도분교장,0,전라남도 신안군 흑산면 홍도1길 53,34.6854388,125.1924035
5129,S140003951,조도초등학교대마분교장,0,전라남도 진도군 조도면 대마도길 26,34.2713194,125.993873
5130,S140003955,청산초등학교모도분교장,0,전라남도 완도군 청산면 대모도12번길 20-1,34.2009383,126.7538503
5131,S140003962,넙도초등학교서리분교장,0,전라남도 완도군 노화읍 서넙도길 68,34.1883518,126.5010849
5132,S140004138,신풍초등학교,5,전라남도 여수시 율촌면 여순로 435-4,34.8431589732,127.6093505825
5133,S140004140,여남초등학교,5,전라남도 여수시 남면 금오로 836,34.512328,127.766414
5134,S140004144,돌산초등학교월호분교장,0,전라남도 여수시 화정면 월호큰길 54,34.5741826,127.7228805
5135,S140004877,목포미항초등학교,60,전라남도 목포시 미항로 211,34.8011595,126.4393703
5136,S140004878,목포서해초등학교,64,전라남도 목포시 연산로 148,34.8105823,126.381563
5137,S140004879,신기초등학교,66,전라남도 여수시 여천체육공원길 24,34.760992,127.675777
5138,S140004880,광양용강초등학교,84,전라남도 광양시 광양읍 용강1길 40,34.9757429,127.610375
5139,S140004881,광양칠성초등학교,102,전라남도 광양시 광양읍 서평로 60,34.9790503,127.5789587
5140,S140004891,순천향림초등학교,22,전라남도 순천시 석현북길 21,34.9735576,127.4739562
5141,S140005247,안심초등학교,86,전라남도 여수시 소호7길 23,34.7399464,127.6442092
5142,S140005248,동백초등학교,60,전라남도 여수시 돌산읍 강남10길 27,34.7174442,127.7531267
5143,S140005309,목포용해초등학교,84,전라남도 목포시 포미로 35,34.8189654,126.396388
5144,S140005310,목포항도초등학교,143,전라남도 목포시 텃골로33번길 94-8,34.8162583,126.4154625
5145,S140005311,목포석현초등학교,167,전라남도 목포시 옥암로186번길 20,34.81519,126.42446
5146,S140005328,광양백운초등학교,121,전라남도 광양시 광장로 21,34.937347,127.6919038
5147,S140005331,성산초등학교,16,전라남도 여수시 대통1길 13,34.7771083,127.64055
5148,S140005341,목포애향초등학교,87,전라남도 목포시 당가두로38번길 23,34.8091903,126.4419893
5149,S140005346,남악초등학교,153,전라남도 무안군 삼향읍 남악영산길 6,34.812659,126.474081
5150,S140005348,순천풍덕초등학교,36,전라남도 순천시 팔마1길 9-10,34.9,127.5
5151,S140005376,목포옥암초등학교,113,전라남도 목포시 남악1로52번길 68-3,34.8113259,126.4529433
5152,S140005409,목포영산초등학교,101,전라남도 목포시 남악1로16번길 25,34.807968,126.450096
5153,S140005416,오룡초등학교,199,전라남도 무안군 삼향읍 남악5로22번길 34,34.8071922,126.4744124
5154,S140005418,한아름초등학교,96,전라남도 나주시 호수로 134,35.0127199117,126.7973842662
5155,S140005419,웅천초등학교,157,전라남도 여수시,34.7498393,127.6744297
5156,S140005421,죽림초등학교,166,전라남도 여수시 소라면 죽림로 60,34.766181,127.6380445
5157,S140005438,순천왕운초등학교,168,전라남도 순천시 왕지3길 41,34.973903,127.5251758
5158,S140005458,빛가람초등학교,146,전라남도 나주시 그린로 176,35.0090935,126.7853299
5159,S140005495,매안초등학교,171,전라남도 순천시 해룡면 좌야로 16,34.931066,127.552983
5160,S140005504,목포부주초등학교,154,전라남도 목포시 남악2로22번길 37,34.80861,126.457
5161,S140005523,목포백련초등학교,179,전라남도 목포시 연산백련로 40,34.81847,126.389917
5162,S140005525,여수송현초등학교,165,전라남도 여수시 웅천로 219,34.741205,127.68599
5163,S140005526,라온초등학교,169,전라남도 나주시 그린로 93,35.0143729865,126.7790647987
5164,S140005529,좌야초등학교,166,전라남도 순천시 해룡면 좌야로 77-9,34.9304543,127.5449242
5165,S140005542,신대초등학교,333,전라남도 순천시 해룡면 좌야로 159-10,34.9,127.5
5166,S140005553,빛누리초등학교,211,전라남도 나주시 한빛로 144,35.0299762219,126.7858153179
5167,S140005585,무안행복초등학교,259,전라남도 무안군 일로읍 오룡중앙동로 38,34.47406,126.29415
5168,S000003596,대구교육대학교안동부설초등학교,60,경상북도 안동시 단원로 222,36.5698049,128.7285693
5169,S150001030,경산동부초등학교,83,경상북도 경산시 원효로28길 60-6,35.817999,128.748738
5170,S150001031,경산서부초등학교,68,경상북도 경산시 경산로42길 22-11,35.827225,128.728962
5171,S150001033,경산중앙초등학교,35,경상북도 경산시 중앙초등길 9,35.817448,128.729234
5172,S150001034,경산초등학교,35,경상북도 경산시 경안로 84 경산초등학교,35.81478,128.73967
5173,S150001035,계당초등학교,14,경상북도 경산시 와촌면 계당길 27,35.928226,128.850838
5174,S150001038,금락초등학교,87,경상북도 경산시 하양읍 대학로296길 9-5,35.910799,128.824113
5175,S150001039,남산초등학교,20,경상북도 경산시 남산면 하남로 316,35.7930712035,128.8354672656
5176,S150001041,남성초등학교,8,경상북도 경산시 원효로 375,35.813293,128.77637
5177,S150001042,남천초등학교,24,경상북도 경산시 남천면 남천로 481,35.758105,128.716507
5178,S150001043,다문초등학교,3,경상북도 경산시 진량읍 다문로70길 85,35.8714249,128.8513527
5179,S150001044,대동초등학교,7,경상북도 경산시 와촌면 팔공로 563-14,35.9591581,128.8034065
5180,S150001045,부림초등학교,30,경상북도 경산시 진량읍 문천길 24,35.89799,128.825
5181,S150001050,경산압량초등학교,217,경상북도 경산시 압량읍 압독2로 38,35.84081,128.76664
5182,S150001051,와촌초등학교,5,경상북도 경산시 와촌면 금송로,35.9503193164,128.8372635525
5183,S150001053,용성초등학교,11,경상북도 경산시 용성면 원효로 1405,35.79376,128.874034
5184,S150001056,임당초등학교,29,경상북도 경산시 임당로12길 7,35.841624,128.743538
5185,S150001057,자인초등학교,14,경상북도 경산시 자인면 금학로 7,35.8212272,128.8247957
5186,S150001058,장산초등학교,84,경상북도 경산시 성암로8길 25,35.8212277,128.7238411
5187,S150001059,정평초등학교,180,경상북도 경산시 대학로16길 15,35.832925,128.731338
5188,S150001060,진량초등학교,88,경상북도 경산시 진량읍 낙산길 37,35.87593,128.81565
5189,S150001061,진성초등학교,18,경상북도 경산시 진량읍 진성로 115-5,35.8531521,128.8153956
5190,S150001062,청천초등학교,4,경상북도 경산시 하양읍 대경로 187,35.884424,128.773175
5191,S150001063,하양초등학교,96,경상북도 경산시 하양읍 대학로305길 25,35.912449,128.8188
5192,S150001064,하주초등학교,23,경상북도 경산시 하양읍 무학로 48,35.9201365,128.8124425
5193,S150001065,현흥초등학교,17,경상북도 경산시 압량면 대학로 624,35.8616763089,128.7729755893
5194,S150001144,감포초등학교,17,경상북도 경주시 감포읍 감포로10길 21,35.8100189,129.501881
5195,S150001146,강동초등학교,9,경상북도 경주시 강동면 강동로 80,35.9921023,129.2767968
5196,S150001149,건천초등학교,23,경상북도 경주시 건천읍 내서로 1105,35.8509609662,129.1028950704
5197,S150001150,경주초등학교,136,경상북도 경주시 충효2길 20,35.8425422,129.1896968
5198,S150001153,계림초등학교,18,경상북도 경주시 동문로43번길 16,35.8493921,129.2132069
5199,S150001155,괘릉초등학교,13,경상북도 경주시 외동읍 신계입실길 139-5,35.76015,129.3224
5200,S150001157,나산초등학교,18,경상북도 경주시 양남면 동해안로 625-9,35.6977005246,129.4699797972
5201,S150001158,나원초등학교,24,경상북도 경주시 현곡면 안현로 20,35.8697557697,129.2034716182
5202,S150001159,내남초등학교,16,경상북도 경주시 내남면 경덕로 286,35.7650774,129.1954485
5203,S150001168,동방초등학교,38,경상북도 경주시 산업로 3485-8,35.803693,129.262094
5204,S150001170,동천초등학교,60,경상북도 경주시 알천북로249번길 20,35.8485507,129.2280805
5205,S150001172,모량초등학교,10,경상북도 경주시 건천읍 내서로 1504,35.8237805517,129.1309571833
5206,S150001175,모아초등학교,7,경상북도 경주시 천북면 산업로 4974-5,35.9206069196,129.2466208792
5207,S150001177,모화초등학교,59,경상북도 경주시 외동읍 계동1길 12,35.6771002,129.3328881
5208,S150001181,불국사초등학교,35,경상북도 경주시 불국사초등길 27,35.778086,129.3012757
5209,S150001182,사방초등학교,7,경상북도 경주시 안강읍 사방검단길 54,35.938401,129.225963
5210,S150001184,산대초등학교,54,경상북도 경주시 안강읍 구부랑길 54-5,36.003167,129.197775
5211,S150001186,서라벌초등학교,11,경상북도 경주시 천군2길 24,37.3412587,127.0994637
5212,S150001188,석계초등학교,4,경상북도 경주시 외동읍 석계평리길 79-31,35.678722,129.309454
5213,S150001191,신라초등학교,7,경상북도 경주시 금성로183번길 28,35.8348266,129.2043081
5214,S150001192,아화초등학교,7,경상북도 경주시 서면 내서로 461,35.8927823299,129.0534740052
5215,S150001196,안강제일초등학교,42,경상북도 경주시 안강읍 안강중앙로 189,35.993935,129.220988
5216,S150001197,안강초등학교,6,경상북도 경주시 안강읍 비화원로 34,35.9910096,129.2293625
5217,S150001198,양남초등학교,7,경상북도 경주시 양남면 양남로 335-1,35.6754445,129.4610512
5218,S150001201,양동초등학교,21,경상북도 경주시 강동면 양동마을길 109,35.9976761,129.2528739
5219,S150001202,양북초등학교,17,경상북도 경주시 문무대왕면 어일남길 2,35.7859167,129.4434875
5220,S150001206,연안초등학교,8,경상북도 경주시 외동읍 연안1길 15,35.7281181,129.318713
5221,S150001207,영지초등학교,10,경상북도 경주시 외동읍 영지로 449,35.7541641,129.2948395
5222,S150001209,옥산초등학교,7,경상북도 경주시 안강읍 낙헌2길 48,35.9957346,129.1692625
5223,S150001213,용강초등학교,55,경상북도 경주시 승삼2길 9,35.8760233,129.2293796
5224,S150001216,용황초등학교,112,경상북도 경주시 원지길30번길 31,35.8652575,129.2214806
5225,S150001218,월성초등학교,27,경상북도 경주시 원효로 67,35.8429842,129.2080325
5226,S150001219,유림초등학교,182,경상북도 경주시 용담로104번길 43-4,35.8686903,129.2128064
5227,S150001221,의곡초등학교,0,경상북도 경주시 산내면 문복로 1798-6,35.754976,129.0474876
5228,S150001226,의곡초등학교일부분교장,2,경상북도 경주시 산내면 거산제궁길 16,35.7208966,129.015604
5229,S150001229,입실초등학교,39,경상북도 경주시 외동읍 입실로1길 94,35.716653,129.3241753
5230,S150001232,천북초등학교,18,경상북도 경주시 천북면 천북로 343,35.8969805,129.2675129
5231,S150001235,천포초등학교,3,경상북도 경주시 건천읍 단석로 1929,35.8454401,129.0945056
5232,S150001238,현곡초등학교,127,경상북도 경주시 현곡면 다경길 16-7,35.8871381,129.1808338
5233,S150001240,화랑초등학교,8,경상북도 경주시 임해로 116,35.84214,129.229925
5234,S150001243,황남초등학교,249,경상북도 경주시 광중2길 28,35.884832,129.229554
5235,S150001244,황성초등학교,100,경상북도 경주시 양정로287번길 12,35.8594247,129.2233181
5236,S150001245,흥무초등학교,48,경상북도 경주시 금성로347번길 30,35.8497821,129.204075
5237,S150001334,개진초등학교,4,경상북도 고령군 개진면 오사길 83,35.7164653,128.369161
5238,S150001336,고령초등학교,71,경상북도 고령군 왕정길 10,35.7343807,128.2695343
5239,S150001340,다산초등학교,51,경상북도 고령군 다산면 다산로 685-11,35.8244889,128.4515916
5240,S150001343,덕곡초등학교,6,경상북도 고령군 덕곡면 덕운로 548,35.7791977308,128.2343133221
5241,S150001346,박곡초등학교,0,경상북도 고령군 성산면 성암로 125,35.7633375,128.3781253
5242,S150001351,성산초등학교,5,경상북도 고령군 성산면 성산로 902,35.748927,128.360697
5243,S150001353,쌍림초등학교,6,경상북도 고령군 쌍림면 귀원1길 6,35.681743,128.242212
5244,S150001357,우곡초등학교,6,경상북도 고령군 우곡면 객기나루길 374,35.6330781,128.3675923
5245,S150001359,운수초등학교,5,경상북도 고령군 운수면 운용로 118,35.770258,128.291188
5246,S150001413,고아초등학교,32,경상북도 구미시 고아읍 관심1길 46,36.212293,128.329
5247,S150001414,광평초등학교,59,경상북도 구미시 구미대로 285,36.1128071,128.3627
5248,S150001415,구미신평초등학교,37,경상북도 구미시 신비로4길 15,36.1217219,128.3652716
5249,S150001416,구미초등학교,18,경상북도 구미시 역전로2길 23,36.1303821,128.334375
5250,S150001418,구운초등학교,12,경상북도 구미시 고아읍 송평구길 79,36.170735,128.368825
5251,S150001419,구평초등학교,67,경상북도 구미시 인동가산로 382-14,36.0913653,128.4517842
5252,S150001420,금오초등학교,176,경상북도 구미시 산책길 19,36.1236769,128.3347818
5253,S150001422,남계초등학교,6,경상북도 구미시 고아읍 봉한3길 16,36.181385,128.34885
5254,S150001424,덕촌초등학교,8,경상북도 구미시 옥성면 선상서로 584,36.263121,128.254289
5255,S150001425,도개초등학교,9,경상북도 구미시 도개면 도안로 108,36.300567,128.331048
5256,S150001426,도량초등학교,50,경상북도 구미시 송동로7길 15-14,36.1446998,128.3199077
5257,S150001427,도산초등학교,119,경상북도 구미시 문장로 100,36.142761,128.332648
5258,S150001430,무을초등학교,8,경상북도 구미시 무을면 송삼1길 33,36.264233,128.197463
5259,S150001434,비산초등학교,166,경상북도 구미시 비산로 24,36.1183115,128.3746282
5260,S150001435,산동초등학교,18,경상북도 구미시 산동면 강동로 936-18,36.1675920441,128.4458832118
5261,S150001437,상모초등학교,147,경상북도 구미시 상모로 71,36.091265,128.356975
5262,S150001438,선산초등학교,91,경상북도 구미시 선산읍 선산중앙로 87-4,36.2430857,128.3004859
5263,S150001441,선주초등학교,186,경상북도 구미시 봉곡로 134,36.1509654,128.31145
5264,S150001444,송정초등학교,63,경상북도 구미시 송정대로6길 72-6,36.114026,128.348984
5265,S150001445,신기초등학교,8,경상북도 구미시 신비로3길 37-8,36.1261987,128.3644625
5266,S150001447,야은초등학교,27,경상북도 구미시 송동로7길 65,36.1488849,128.321556
5267,S150001448,양포초등학교,99,경상북도 구미시 흥안로3길 30,36.1453237,128.4157125
5268,S150001451,오태초등학교,84,경상북도 구미시 금오대로10길 19-9,36.070217,128.349662
5269,S150001452,옥계초등학교,103,경상북도 구미시 산호대로23길 21-7,36.1401654,128.414475
5270,S150001454,옥성초등학교,4,경상북도 구미시 옥성면 주아2길 18-13,36.2967712,128.2759826
5271,S150001455,원남초등학교,96,경상북도 구미시 원남로 12-50,36.1293987,128.3210875
5272,S150001456,원호초등학교,74,경상북도 구미시 고아읍 문장로22길 58,36.1545237,128.3316875
5273,S150001457,인동초등학교,65,경상북도 구미시 여헌로3길 34,36.1065404,128.42275
5274,S150001458,인의초등학교,80,경상북도 구미시 인동13길 23,36.1022306,128.4269987
5275,S150001461,장천초등학교,6,경상북도 구미시 장천면 강동로 236,36.1308242055,128.4944931991
5276,S150001465,지산초등학교,5,경상북도 구미시 지산13길 17,36.140393,128.344853
5277,S150001466,해평초등학교,6,경상북도 구미시 해평면 월호2길 5,36.203496,128.390855
5278,S150001472,형곡초등학교,89,경상북도 구미시 신시로1길 10,36.1094199,128.3375945
5279,S150001473,형남초등학교,28,경상북도 구미시 형곡동로 1-5,36.1013456,128.334895
5280,S150001474,형일초등학교,66,경상북도 구미시 형곡로14길 5-20,36.1,128.3
5281,S150001475,황상초등학교,55,경상북도 구미시 검성로 103-3,36.1187541,128.4272982
5282,S150001655,감천초등학교,7,경상북도 김천시 감천면 금감로 1550-2,36.0654610544,128.1257606431
5283,S150001656,개령서부초등학교,8,경상북도 김천시 개령면 감문로 277,36.1569942922,128.1522572676
5284,S150001657,개령초등학교,4,경상북도 김천시 개령면 동부길 60,36.1680619,128.1870321
5285,S150001665,구성초등학교,0,경상북도 김천시 구성면 상원길 46,36.031483,128.039188
5286,S150001669,금릉초등학교,47,경상북도 김천시 구읍길 57,36.1394294,128.0922669
5287,S150001672,김천다수초등학교,20,경상북도 김천시 영남대로 1286,36.125865,128.076337
5288,S150001674,김천동부초등학교,81,경상북도 김천시 황산로 83-15,36.1186988,128.1383256
5289,S150001675,김천모암초등학교,12,경상북도 김천시 모암사랑10길 6,36.1257979,128.1236643
5290,S150001676,김천부곡초등학교,120,경상북도 김천시 부곡맛고을1길 147,36.125002,128.095371
5291,S150001677,김천서부초등학교,6,경상북도 김천시 원곡길 8,36.1229062,128.1070659
5292,S150001678,김천신일초등학교,72,경상북도 김천시 신음3길 42,36.1434962,128.1208141
5293,S150001679,김천중앙초등학교,11,경상북도 김천시 김천로 156,36.1203657,128.1172919
5294,S150001680,김천초등학교,13,경상북도 김천시 남산공원3길 11-3,36.1184402,128.1207897
5295,S150001682,농소초등학교,122,경상북도 김천시 해오름1로1길7,36.1054918,128.1715514
5296,S150001685,아천초등학교능치분교장,10,경상북도 김천시 어모면 작점로 817,36.232118,128.06515
5297,S150001686,대덕초등학교,9,경상북도 김천시 대덕면 관기2길 21,35.917613,127.9716594
5298,S150001688,대룡초등학교,0,경상북도 김천시 대항면 대룡로 82,36.1247133,128.0490839
5299,S150001696,봉계초등학교,7,경상북도 김천시 봉산면 봉계길 74-15,36.1442785,128.0639444
5300,S150001699,지례초등학교부항분교장,0,경상북도 김천시 부항면 양지말길 6,35.986951,127.941575
5301,S150001705,아천초등학교,14,경상북도 김천시 어모면 어모문화1길 14,36.178743,128.116488
5302,S150001706,아포초등학교,41,경상북도 김천시 아포읍 아포대로 1067,36.1601817132,128.2457484799
5303,S150001714,운곡초등학교,148,경상북도 김천시 용전4로3길 7,36.123521,128.193066
5304,S150001715,위량초등학교,7,경상북도 김천시 감문면 문화로 6,36.2,128.1
5305,S150001721,조마초등학교,6,경상북도 김천시 조마면 강곡1길 16-69,36.033178,128.099565
5306,S150001724,증산초등학교,0,경상북도 김천시 증산면 증산1로 29,35.9021901802,128.0358671281
5307,S150001729,지례초등학교,4,경상북도 김천시 지례면 장터길 15,35.986035,128.026588
5308,S150001730,직지초등학교,4,경상북도 김천시 대항면 대성향천길 1603,36.122737,128.021849
5309,S150001732,봉계초등학교태화분교장,0,경상북도 김천시 봉산면 봉산1로 43,36.1531187,128.0286225
5310,S150001792,가은초등학교,15,경상북도 문경시 가은읍 가은로 129,36.6435767,128.0626681
5311,S150001795,가은초등학교희양분교장,0,경상북도 문경시 가은읍 대야로 1871,36.6703733,128.0116472
5312,S150001800,농암초등학교,7,경상북도 문경시 농암면 농암길 44-14,36.6027543,128.0032749
5313,S150001803,농암초등학교청화분교장,0,경상북도 문경시 농암면 중리길 1-5,36.5727323,127.9870898
5314,S150001804,당포초등학교,5,경상북도 문경시 문경읍 여우목로 580,36.7524814,128.1522939
5315,S150001806,동로초등학교,8,경상북도 문경시 동로면 노은2길 4,36.7714985,128.3147278
5316,S150001809,동성초등학교,6,경상북도 문경시 마성면 동성길 80,36.6821655,128.1269733
5317,S150001814,모전초등학교,158,경상북도 문경시 매봉로 75,36.5917336,128.1809707
5318,S150001816,문경초등학교,15,경상북도 문경시 문경읍 청운로 23,36.7370659,128.1035865
5319,S150001820,산북초등학교,3,경상북도 문경시 산북면 금천로 553-12,36.6558207137,128.2577138928
5320,S150001823,산북초등학교창구분교장,0,경상북도 문경시 산북면 창구길 9,36.7608486,128.2439349
5321,S150001824,산양초등학교,6,경상북도 문경시 산양면 산양로 51,36.6106249,128.2531008
5322,S150001831,신기초등학교,5,경상북도 문경시 신기4길 15,36.639984,128.167723
5323,S150001834,영순초등학교,7,경상북도 문경시 영순면 사근2길 14,36.579142,128.2447
5324,S150001837,용흥초등학교,7,경상북도 문경시 문경읍 갈평길 34,36.7877601,128.1583423
5325,S150001842,점촌북초등학교,14,경상북도 문경시 유곡불정로 154,36.6265133,128.1568346
5326,S150001843,점촌중앙초등학교,11,경상북도 문경시 중앙초등길 9,36.5991831,128.1948817
5327,S150001844,점촌초등학교,28,경상북도 문경시 중앙로 63-16,36.592249,128.195125
5328,S150001850,호계초등학교,13,경상북도 문경시 호계면 막곡길 16,36.634538,128.205774
5329,S150001851,호서남초등학교,77,경상북도 문경시 호서로 117,36.6048995,128.2039432
5330,S150001926,내성초등학교,45,경상북도 봉화군 봉화읍 교촌1길 37,36.886413,128.7359479
5331,S150001930,도촌초등학교,7,경상북도 봉화군 봉화읍 봉화로 639,36.8802151,128.6860054
5332,S150001932,동양초등학교,4,경상북도 봉화군 봉성면 다덕로 523-14,36.9129250586,128.7911254829
5333,S150001935,명호초등학교,3,경상북도 봉화군 명호면 노루목재길 28,36.8562456,128.8989962
5334,S150001939,물야초등학교,3,경상북도 봉화군 물야면 오록길 25,36.9795987,128.736644
5335,S150001945,법전중앙초등학교,5,경상북도 봉화군 법전면 법전로 135,36.9144518,128.8775182
5336,S150001948,봉성초등학교,5,경상북도 봉화군 봉성면 봉명로 550,36.8854696747,128.8149303943
5337,S150001949,봉화초등학교,12,경상북도 봉화군 봉화읍 내성로7길 3,36.8923295,128.740461
5338,S150001955,상운초등학교,0,경상북도 봉화군 상운면 예봉로 1231,36.8303596276,128.753897214
5339,S150001957,서벽초등학교,4,경상북도 봉화군 춘양면 춘양로 1424,37.0084133,128.8334964
5340,S150001959,석포초등학교,13,경상북도 봉화군 석포면 석포로1길 33,37.0470958,129.0635608
5341,S150001964,소천초등학교,0,경상북도 봉화군 소천면 소천로 1284,36.9379979399,129.0022364945
5342,S150001967,소천초등학교두음분교장,0,경상북도 봉화군 소천면 두음길 567,36.8862031,129.0557484
5343,S150001969,소천초등학교임기분교장,1,경상북도 봉화군 소천면 임기로 29,36.8941643,129.0060459
5344,S150001980,재산초등학교,0,경상북도 봉화군 재산면 재산로 514,36.8170213,128.9634272
5345,S150001982,춘양초등학교,20,경상북도 봉화군 춘양면 의양로 24-1,36.9394909,128.9148407
5346,S150002042,공검초등학교,7,경상북도 상주시 공검면 공검이안길 27,36.51605,128.154063
5347,S150002045,낙동동부초등학교,0,경상북도 상주시 낙동면 낙동3길 14-11,36.36449,128.3007
5348,S150002046,낙동초등학교,4,경상북도 상주시 낙동면 장천로 457,36.37629,128.247575
5349,S150002049,낙서초등학교,0,경상북도 상주시 내서면 영남제일로 3173,36.4071972685,128.0206500013
5350,S150002057,모동초등학교,5,경상북도 상주시 모동면 중화로 583-17,36.317225,127.959688
5351,S150002058,모서초등학교,5,경상북도 상주시 모서면 백화로 1387,36.3428088063,127.96161972
5352,S150002063,백원초등학교,7,경상북도 상주시 북상주로 591-14,36.480166042,128.1721371409
5353,S150002064,사벌초등학교,7,경상북도 상주시 사벌국면 덕담1길 53,36.467818,128.208413
5354,S150002067,상산초등학교,95,경상북도 상주시 왕산로 374,36.422163,128.160821
5355,S150002069,상영초등학교,88,경상북도 상주시 상산로 202,36.409332,128.160375
5356,S150002071,상주남부초등학교,17,경상북도 상주시 지천1길 5,36.363349,128.150175
5357,S150002072,상주동부초등학교,5,경상북도 상주시 헌신1길 1,36.417701,128.207988
5358,S150002074,상주중앙초등학교,51,경상북도 상주시 상서문1길 112,36.4110103,128.1575517
5359,S150002075,상주초등학교,83,경상북도 상주시 중앙로 167,36.416391,128.156531
5360,S150002087,옥산초등학교,8,경상북도 상주시 공성면 산현3길 17,36.2879,128.097825
5361,S150002089,외남초등학교,9,경상북도 상주시 외남면 석단로 1073,36.364604013,128.1000787697
5362,S150002091,외서초등학교,5,경상북도 상주시 외서면 가곡1길 20,36.479558,128.107321
5363,S150002100,은척초등학교,0,경상북도 상주시 은척면 봉중2길 10,36.531917,128.07095
5364,S150002101,은척초등학교무릉분교장,5,경상북도 상주시 은척면 무릉2길 2,36.578753,128.0889239
5365,S150002103,이안초등학교,5,경상북도 상주시 이안면 양범안룡길 39,36.5788677,128.1444621
5366,S150002107,중동초등학교,0,경상북도 상주시 중동면 오상2길 17-4,36.429685,128.267838
